"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1768758883768783259","Fri Mar 15 21:59:14 +0000 2024","0","GW TONJOK YE NI TENGGOROKAN ANJOY BATUI MULU","1768758883768783259","","","in","","0","2","0","https://twitter.com/yeaylena/status/1768758883768783259","782814022546489344","yeaylena"
"1731785802059796846","Mon Dec 04 21:21:24 +0000 2023","1","Help tenggorokan gatel bngt batui mulu dari tadii","1731785802059796846","","","in","Lampung, Indonesia","0","0","0","https://twitter.com/ParanRizky/status/1731785802059796846","1639668592966000642","ParanRizky"
"1731094921128583354","Sat Dec 02 23:36:06 +0000 2023","0","Selamat datang di Mombowa Tumpe! Ritual adat yang penuh keistimewaan ini kembali digelar dengan nuansa istimewa di Batui. Terima kasih kepada Menteri Pariwisata dan Ekonomi Kreatif yang turut hadir dalam acara ini. Semoga kehadiran beliau","1731094921128583354","","","in","TARAKAN","0","0","0","https://twitter.com/__mchelarry/status/1731094921128583354","1682666774201008129","__mchelarry"
"1720096000382247132","Thu Nov 02 15:10:18 +0000 2023","1","semenjak di batui sering bgt demam️","1720096000382247132","","","in","Malang, Jawa Timur","0","0","0","https://twitter.com/ildhalimpo/status/1720096000382247132","1171380844478398464","ildhalimpo"
"1703532219128795486","Sun Sep 17 22:11:45 +0000 2023","0","Diare akut dan ulu ati sakit udah sembuh. Sekarang batui pilek yg masih kentel gitu aslii gaenak bgt badannya rasanya plis tetep sehat","1703532219128795486","","","in","","0","0","0","https://twitter.com/lockedza/status/1703532219128795486","1480810948524871680","lockedza"
"1669361049840254976","Thu Jun 15 15:07:44 +0000 2023","0","batui pilek pengen ewean","1669361049840254976","","","in","Heavenhell","0","0","0","https://twitter.com/mgdaze/status/1669361049840254976","956146326588203009","mgdaze"
"1658797311512936450","Wed May 17 11:31:12 +0000 2023","0","ada tawaran jadi freelance translator dari perusahaan yg di batui sana itu tuhh .. current translator mereka lg pada cuti ibadah dan semacamnya .. nah masalahnya adalahh .. para bule itu 2 aussie 1 france 1 korsel .. apa gak belibet lidah aing ntar ?? ‍️","1658797311512936450","","","in","on top","0","0","0","https://twitter.com/ndcmo/status/1658797311512936450","3315607516","ndcmo"
"1646443449321922560","Thu Apr 13 09:21:22 +0000 2023","0","Semak batui mamat ni aih ","1646443449321922560","","","in","ipoh mali tarak sombong :D","0","0","0","https://twitter.com/farhanahizzaty/status/1646443449321922560","578801163","farhanahizzaty"
"1640029600414855168","Sun Mar 26 16:35:01 +0000 2023","0"," batui basah sama batuk kering bedanya dimana??","1640029600414855168","","","in","Indonesia","0","12","0","https://twitter.com/tanyakanrl/status/1640029600414855168","1331650559518990336","tanyakanrl"
"1635576100188491777","Tue Mar 14 09:38:24 +0000 2023","0","15 Menit sebelm tutup kantor minta ditunggu bilang so mau otw. 20 menit berlalu ditanya katanya baru mau otw skrang so 45 menit berlalu blm muncul juga Persibal - Puge so macam yg otw dari Batui e. Tolongggg kalu basuru batunggu tau diri sedikit bisa kannnnn ?! ","1635576100188491777","","","in","Luwuk, Indonesia","0","0","0","https://twitter.com/ThikaAlaguna/status/1635576100188491777","180381790","ThikaAlaguna"
"1613381324508925953","Thu Jan 12 03:44:17 +0000 2023","1","dipota nga grades murga ba batui","1613381324508925953","","","in","Philippines ","0","0","0","https://twitter.com/IAmArnelMurga/status/1613381324508925953","764954310","IAmArnelMurga"
"1607725734067597314","Tue Dec 27 13:10:59 +0000 2022","0","Salah satu hal teraneh di dunia ini versiku adalah org batui tapi manggil namaku izza ","1607725734067597314","","","in","Sulawesi Tengah, Indonesia","0","0","0","https://twitter.com/nurfaizahizza/status/1607725734067597314","799424130701344768","nurfaizahizza"
"1604488042705989633","Sun Dec 18 14:45:33 +0000 2022","2","batui ang hutikkk","1604488042705989633","","","in","Iloilo City, Western Visayas","0","1","0","https://twitter.com/denveralayon/status/1604488042705989633","2842415932","denveralayon"
"1599388635409027073","Sun Dec 04 13:02:20 +0000 2022","3","W benci bgt kalo co cod tapi alamatnya salah harusnya ke luwuk malah jd ke batui nnti mak ku ngomel² kalo aku co trus ","1599388635409027073","","","in","Sulawesi Tengah, Indonesia","0","0","0","https://twitter.com/nurfaizahizza/status/1599388635409027073","799424130701344768","nurfaizahizza"
"1599179686726488065","Sat Dec 03 23:12:03 +0000 2022","0","batui gkenak bgt yah ternyata","1599179686726488065","","","in","","0","0","0","https://twitter.com/karinameong/status/1599179686726488065","1494151236903665667","karinameong"
"1596317174267670529","Sat Nov 26 01:37:27 +0000 2022","0","Aku kalo di luwuk ngecas hp sehari 2 kali pas bangun subuh sama sore pas beberes giliran di batui ngecas sekali bisa dipake 2 hari kalo di luwuk tuh bener² kesepian jd larinya main hp trus","1596317174267670529","","","in","Sulawesi Tengah, Indonesia","0","0","0","https://twitter.com/nurfaizahizza/status/1596317174267670529","799424130701344768","nurfaizahizza"
"1476930955705139209","Fri Dec 31 14:59:14 +0000 2021","1","Leh taimpangk telau ditoih batui selamat tahun baru..","1476930955705139209","","","in","","0","0","0","https://twitter.com/FanpegaR/status/1476930955705139209","1441707161164288001","FanpegaR"
"1475075060507369473","Sun Dec 26 12:04:34 +0000 2021","0","batui ang gahutik","1475075060507369473","","","in","bak8","0","0","0","https://twitter.com/hellooreinnn/status/1475075060507369473","859927689955745792","hellooreinnn"
